Datum;Grupp;Serie;Värde
2024-12-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,041
2024-12-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,145
2024-12-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,114
2024-12-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,165
2024-12-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,238
2024-12-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,205
2025-01-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,121
2025-01-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,197
2025-01-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,243
2025-01-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,237
2025-01-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,202
2025-01-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,238
2025-01-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,28
2025-01-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,33
2025-01-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,182
2025-01-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,208
2025-01-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,14
2025-01-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,156
2025-01-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,143
2025-01-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,14
2025-01-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,20
2025-01-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,244
2025-01-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,178
2025-01-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,204
2025-01-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,179
2025-01-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,103
2025-01-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,065
2025-02-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,004
2025-02-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,075
2025-02-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,048
2025-02-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,10
2025-02-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,148
2025-02-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,119
2025-02-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,138
2025-02-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,213
2025-02-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,175
2025-02-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,199
2025-02-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,211
2025-02-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,205
2025-02-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,25
2025-02-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,249
2025-02-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,218
2025-02-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,206
2025-02-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,201
2025-02-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,174
2025-02-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,137
2025-02-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,147
2025-03-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,194
2025-03-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,157
2025-03-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,353
2025-03-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,484
2025-03-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,437
2025-03-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,454
2025-03-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,499
2025-03-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,482
2025-03-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,491
2025-03-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,527
2025-03-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,461
2025-03-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,50
2025-03-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,54
2025-03-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,504
2025-03-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,521
2025-03-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,595
2025-03-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,593
2025-03-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,614
2025-03-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,606
2025-03-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,553
2025-03-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,526
2025-04-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,483
2025-04-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,511
2025-04-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,447
2025-04-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,296
2025-04-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,285
2025-04-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,304
2025-04-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,233
2025-04-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,239
2025-04-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,166
2025-04-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,157
2025-04-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,179
2025-04-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,17
2025-04-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,168
2025-04-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,152
2025-04-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,186
2025-04-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,17
2025-04-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,17
2025-04-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,22
2025-04-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,188
2025-04-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,16
2025-05-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,228
2025-05-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,234
2025-05-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,243
2025-05-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,176
2025-05-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,163
2025-05-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,167
2025-05-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,279
2025-05-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,286
2025-05-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,289
2025-05-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,265
2025-05-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,204
2025-05-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,213
2025-05-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,241
2025-05-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,243
2025-05-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,30
2025-05-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,214
2025-05-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,224
2025-05-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,189
2025-05-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,205
2025-05-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,161
2025-06-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,152
2025-06-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,126
2025-06-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,15
2025-06-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,159
2025-06-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,188
2025-06-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,141
2025-06-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,16
2025-06-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,135
2025-06-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,117
2025-06-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,156
2025-06-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,20
2025-06-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,096
2025-06-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,098
2025-06-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,117
2025-06-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,104
2025-06-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,134
2025-06-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,069
2025-06-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,043
2025-06-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,069
2025-07-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,002
2025-07-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,03
2025-07-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,072
2025-07-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,006
2025-07-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,113
2025-07-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,126
2025-07-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,097
2025-07-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,146
2025-07-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,17
2025-07-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,169
2025-07-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,111
2025-07-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,122
2025-07-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,162
2025-07-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,234
2025-07-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,168
2025-07-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,13
2025-07-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,162
2025-07-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,207
2025-07-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,248
2025-07-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,214
2025-07-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,239
2025-07-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,256
2025-07-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,259
2025-08-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,199
2025-08-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,173
2025-08-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,168
2025-08-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,169
2025-08-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,153
2025-08-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,199
2025-08-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,166
2025-08-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,218
2025-08-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,161
2025-08-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,171
2025-08-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,212
2025-08-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,196
2025-08-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,161
2025-08-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,184
2025-08-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,221
2025-08-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,208
2025-08-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,234
2025-08-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,217
2025-08-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,25
2025-08-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,277
2025-08-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,255
2025-09-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,248
2025-09-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,342
2025-09-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,308
2025-09-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,263
2025-09-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,206
2025-09-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,172
2025-09-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,21
2025-09-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,197
2025-09-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,216
2025-09-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,269
2025-09-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,255
2025-09-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,284
2025-09-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,25
2025-09-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,283
2025-09-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,321
2025-09-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,365
2025-09-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,371
2025-09-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,379
2025-09-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,481
2025-09-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,391
2025-09-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,345
2025-09-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,35
2025-10-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,345
2025-10-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,385
2025-10-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,372
2025-10-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,369
2025-10-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,392
2025-10-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,358
2025-10-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,37
2025-10-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,35
2025-10-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,286
2025-10-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,237
2025-10-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,22
2025-10-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,234
2025-10-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,223
2025-10-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,244
2025-10-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,218
2025-10-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,205
2025-10-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,218
2025-10-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,256
2025-10-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,255
2025-10-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,244
2025-10-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,254
2025-10-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,288
2025-10-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,318
2025-11-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,359
2025-11-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,327
2025-11-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,342
2025-11-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,373
2025-11-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,382
2025-11-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,402
2025-11-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,417
2025-11-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,418
2025-11-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,457
2025-11-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,467
2025-11-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,461
2025-11-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,434
2025-11-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,411
2025-11-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,441
2025-11-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,413
2025-11-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,409
2025-11-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,407
2025-11-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,42
2025-11-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,439
2025-11-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,474
2025-12-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,559
2025-12-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,558
2025-12-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,557
2025-12-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,554
2025-12-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,595
2025-12-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,619
2025-12-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,622
2025-12-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,644
2025-12-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,604
2025-12-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,609
2025-12-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,577
2025-12-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,56
2025-12-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,557
2025-12-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,542
2025-12-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,569
2025-12-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,576
2025-12-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,537
2025-12-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,501
2025-12-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,506
2026-01-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,551
2026-01-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,614
2026-01-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,544
2026-01-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,549
2026-01-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,556
2026-01-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,53
2026-01-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,53
2026-01-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,517
2026-01-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,508
2026-01-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,541
2026-01-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,495
2026-01-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,517
2026-01-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,543
2026-01-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,558
2026-01-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,57
2026-01-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,562
2026-01-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,547
2026-01-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,527
2026-01-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,489
2026-01-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,471
2026-02-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,494
2026-02-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,507
2026-02-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,444
2026-02-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,406
2026-02-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,411
2026-02-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,403
2026-02-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,366
2026-02-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,381
2026-02-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,356
2026-02-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,309
2026-02-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,304
2026-02-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,30
2026-02-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,284
2026-02-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,363
2026-02-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,377
2026-02-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,357
2026-02-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,343
2026-02-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,338
2026-02-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,314
2026-02-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,281
2026-03-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,321
2026-03-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,422
2026-03-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,379
2026-03-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,416
2026-03-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,473
2026-03-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,485
2026-03-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,442
2026-03-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,53
2026-03-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,536
2026-03-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,526
2026-03-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,51
2026-03-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,49
2026-03-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,526
2026-03-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,584
2026-03-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,705
2026-03-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,623
2026-03-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,687
2026-03-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,681
2026-03-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,754
2026-03-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,752
2026-03-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,709
2026-03-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,662
2026-04-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,638
2026-04-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,688
2026-04-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,72
2026-04-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,556
2026-04-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,601
2026-04-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,602
2026-04-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,621
2026-04-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,57
2026-04-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,556
2026-04-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,556
2026-04-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,488
2026-04-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,516
2026-04-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,529
2026-04-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,54
2026-04-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 7 år;2,561
