Datum;Grupp;Serie;Värde
2025-12-30;Andra riksbanksräntor;Referensränta;2,00
2026-01-02;Andra riksbanksräntor;Referensränta;2,00
2026-01-05;Andra riksbanksräntor;Referensränta;2,00
2026-01-07;Andra riksbanksräntor;Referensränta;2,00
2026-01-08;Andra riksbanksräntor;Referensränta;2,00
2026-01-09;Andra riksbanksräntor;Referensränta;2,00
2026-01-12;Andra riksbanksräntor;Referensränta;2,00
2026-01-13;Andra riksbanksräntor;Referensränta;2,00
2026-01-14;Andra riksbanksräntor;Referensränta;2,00
2026-01-15;Andra riksbanksräntor;Referensränta;2,00
2026-01-16;Andra riksbanksräntor;Referensränta;2,00
2026-01-19;Andra riksbanksräntor;Referensränta;2,00
2026-01-20;Andra riksbanksräntor;Referensränta;2,00
2026-01-21;Andra riksbanksräntor;Referensränta;2,00
2026-01-22;Andra riksbanksräntor;Referensränta;2,00
2026-01-23;Andra riksbanksräntor;Referensränta;2,00
2026-01-26;Andra riksbanksräntor;Referensränta;2,00
2026-01-27;Andra riksbanksräntor;Referensränta;2,00
2026-01-28;Andra riksbanksräntor;Referensränta;2,00
2026-01-29;Andra riksbanksräntor;Referensränta;2,00
2026-01-30;Andra riksbanksräntor;Referensränta;2,00
2026-02-02;Andra riksbanksräntor;Referensränta;2,00
2026-02-03;Andra riksbanksräntor;Referensränta;2,00
2026-02-04;Andra riksbanksräntor;Referensränta;2,00
2026-02-05;Andra riksbanksräntor;Referensränta;2,00
2026-02-06;Andra riksbanksräntor;Referensränta;2,00
2026-02-09;Andra riksbanksräntor;Referensränta;2,00
2026-02-10;Andra riksbanksräntor;Referensränta;2,00
2026-02-11;Andra riksbanksräntor;Referensränta;2,00
2026-02-12;Andra riksbanksräntor;Referensränta;2,00
2026-02-13;Andra riksbanksräntor;Referensränta;2,00
2026-02-16;Andra riksbanksräntor;Referensränta;2,00
2026-02-17;Andra riksbanksräntor;Referensränta;2,00
2026-02-18;Andra riksbanksräntor;Referensränta;2,00
2026-02-19;Andra riksbanksräntor;Referensränta;2,00
2026-02-20;Andra riksbanksräntor;Referensränta;2,00
2026-02-23;Andra riksbanksräntor;Referensränta;2,00
2026-02-24;Andra riksbanksräntor;Referensränta;2,00
2026-02-25;Andra riksbanksräntor;Referensränta;2,00
2026-02-26;Andra riksbanksräntor;Referensränta;2,00
2026-02-27;Andra riksbanksräntor;Referensränta;2,00
2026-03-02;Andra riksbanksräntor;Referensränta;2,00
2026-03-03;Andra riksbanksräntor;Referensränta;2,00
2026-03-04;Andra riksbanksräntor;Referensränta;2,00
2026-03-05;Andra riksbanksräntor;Referensränta;2,00
2026-03-06;Andra riksbanksräntor;Referensränta;2,00
2026-03-09;Andra riksbanksräntor;Referensränta;2,00
2026-03-10;Andra riksbanksräntor;Referensränta;2,00
2026-03-11;Andra riksbanksräntor;Referensränta;2,00
2026-03-12;Andra riksbanksräntor;Referensränta;2,00
2026-03-13;Andra riksbanksräntor;Referensränta;2,00
2026-03-16;Andra riksbanksräntor;Referensränta;2,00
2026-03-17;Andra riksbanksräntor;Referensränta;2,00
2026-03-18;Andra riksbanksräntor;Referensränta;2,00
2026-03-19;Andra riksbanksräntor;Referensränta;2,00
2026-03-20;Andra riksbanksräntor;Referensränta;2,00
2026-03-23;Andra riksbanksräntor;Referensränta;2,00
2026-03-24;Andra riksbanksräntor;Referensränta;2,00
2026-03-25;Andra riksbanksräntor;Referensränta;2,00
2026-03-26;Andra riksbanksräntor;Referensränta;2,00
2026-03-27;Andra riksbanksräntor;Referensränta;2,00
2026-03-30;Andra riksbanksräntor;Referensränta;2,00
2026-03-31;Andra riksbanksräntor;Referensränta;2,00
2026-04-01;Andra riksbanksräntor;Referensränta;2,00
2026-04-02;Andra riksbanksräntor;Referensränta;2,00
2026-04-07;Andra riksbanksräntor;Referensränta;2,00
2026-04-08;Andra riksbanksräntor;Referensränta;2,00
2026-04-09;Andra riksbanksräntor;Referensränta;2,00
2026-04-10;Andra riksbanksräntor;Referensränta;2,00
2026-04-13;Andra riksbanksräntor;Referensränta;2,00
2026-04-14;Andra riksbanksräntor;Referensränta;2,00
2026-04-15;Andra riksbanksräntor;Referensränta;2,00
2026-04-16;Andra riksbanksräntor;Referensränta;2,00
2026-04-17;Andra riksbanksräntor;Referensränta;2,00
2026-04-20;Andra riksbanksräntor;Referensränta;2,00
2026-04-21;Andra riksbanksräntor;Referensränta;2,00
2026-04-22;Andra riksbanksräntor;Referensränta;2,00
2026-04-23;Andra riksbanksräntor;Referensränta;2,00
2026-04-24;Andra riksbanksräntor;Referensränta;2,00
2022-01-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,1792
2022-01-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,18202
2022-01-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,17783
2022-01-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,16018
2022-01-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,1499
2022-01-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13054
2022-01-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13296
2022-01-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13598
2022-01-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13628
2022-01-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,12745
2022-01-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,12774
2022-01-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,12103
2022-01-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,11807
2022-01-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13027
2022-01-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,14521
2022-01-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,14553
2022-01-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13986
2022-01-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,11864
2022-01-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,10031
2022-01-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,06161
2022-02-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,05795
2022-02-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,04877
2022-02-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,01496
2022-02-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,09772
2022-02-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,10837
2022-02-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,10566
2022-02-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,08337
2022-02-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,02008
2022-02-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,02058
2022-02-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,00028
2022-02-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,00751
2022-02-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,0202
2022-02-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,04097
2022-02-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,01448
2022-02-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,02066
2022-02-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,0645
2022-02-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,07651
2022-02-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,00143
2022-02-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,00634
2022-02-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,04738
2022-03-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,15936
2022-03-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,16837
2022-03-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,09239
2022-03-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,13447
2022-03-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,08823
2022-03-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;−0,03477
2022-03-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,01718
2022-03-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,1379
2022-03-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,17178
2022-03-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,28904
2022-03-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,26499
2022-03-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,29699
2022-03-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,35108
2022-03-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,33472
2022-03-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,36234
2022-03-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,43607
2022-03-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,42762
2022-03-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,51009
2022-03-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,55129
2022-03-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,64616
2022-03-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,69602
2022-03-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,78795
2022-03-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,70234
2022-04-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,71341
2022-04-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,6654
2022-04-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,68578
2022-04-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,75
2022-04-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,7543
2022-04-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,80407
2022-04-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,87685
2022-04-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,83775
2022-04-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,78216
2022-04-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,84488
2022-04-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,87581
2022-04-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,86314
2022-04-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,90633
2022-04-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,93186
2022-04-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,89578
2022-04-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,90772
2022-04-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;0,9008
2022-04-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,01829
2022-04-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,16315
2022-05-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,21089
2022-05-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,26815
2022-05-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,3978
2022-05-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,35427
2022-05-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,39705
2022-05-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,3497
2022-05-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,27193
2022-05-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,34307
2022-05-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,2167
2022-05-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,24062
2022-05-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,24286
2022-05-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,32221
2022-05-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,33488
2022-05-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,28169
2022-05-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,28679
2022-05-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,27674
2022-05-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,27175
2022-05-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,23149
2022-05-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,18769
2022-05-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,17388
2022-05-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,16838
2022-06-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,20689
2022-06-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,23496
2022-06-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,27898
2022-06-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,35798
2022-06-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,3755
2022-06-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,42276
2022-06-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,43266
2022-06-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,51102
2022-06-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,67312
2022-06-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,70035
2022-06-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,8994
2022-06-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,87003
2022-06-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,86856
2022-06-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,90032
2022-06-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,85293
2022-06-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,73379
2022-06-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,73278
2022-06-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,82216
2022-06-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,75916
2022-06-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,63898
2022-07-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,44263
2022-07-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,59586
2022-07-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,4868
2022-07-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,38433
2022-07-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,44348
2022-07-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,46009
2022-07-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,43033
2022-07-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,40123
2022-07-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,46828
2022-07-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,68489
2022-07-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,72638
2022-07-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,81791
2022-07-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,90376
2022-07-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,88816
2022-07-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,97195
2022-07-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,83307
2022-07-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,85515
2022-07-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,8155
2022-07-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,82333
2022-07-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,70847
2022-07-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,72727
2022-08-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,68464
2022-08-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,71706
2022-08-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,76652
2022-08-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,73032
2022-08-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,82566
2022-08-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,83208
2022-08-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,85401
2022-08-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,81397
2022-08-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,83583
2022-08-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,71232
2022-08-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,67576
2022-08-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,69679
2022-08-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,77008
2022-08-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,78947
2022-08-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,86379
2022-08-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,90074
2022-08-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;1,95306
2022-08-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,0336
2022-08-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,05096
2022-08-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,11551
2022-08-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,28437
2022-08-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,25007
2022-08-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,17688
2022-09-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,22589
2022-09-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,19023
2022-09-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,2119
2022-09-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,18827
2022-09-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,1287
2022-09-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,16316
2022-09-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,2363
2022-09-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,21327
2022-09-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,2443
2022-09-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,27104
2022-09-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,24888
2022-09-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,27409
2022-09-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,31117
2022-09-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,38015
2022-09-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,36416
2022-09-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,35505
2022-09-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,4333
2022-09-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,48627
2022-09-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,50074
2022-09-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,38672
2022-09-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,33856
2022-09-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,18065
2022-10-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,17308
2022-10-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,10857
2022-10-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,16155
2022-10-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,16479
2022-10-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,22893
2022-10-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,436
2022-10-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,476
2022-10-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,46
2022-10-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,447
2022-10-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,415
2022-10-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,387
2022-10-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,384
2022-10-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,444
2022-10-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,507
2022-10-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,515
2022-10-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,471
2022-10-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,412
2022-10-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,421
2022-10-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,318
2022-10-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,401
2022-10-31;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,44
2022-11-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,399
2022-11-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,397
2022-11-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,404
2022-11-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,45
2022-11-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,429
2022-11-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,434
2022-11-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,436
2022-11-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,309
2022-11-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,42
2022-11-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,376
2022-11-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,414
2022-11-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,386
2022-11-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,382
2022-11-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,388
2022-11-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,375
2022-11-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,375
2022-11-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,406
2022-11-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,373
2022-11-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,485
2022-11-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,497
2022-11-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,429
2022-11-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,471
2022-12-01;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,383
2022-12-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,425
2022-12-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,487
2022-12-06;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,397
2022-12-07;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,377
2022-12-08;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,369
2022-12-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,35
2022-12-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,329
2022-12-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,306
2022-12-14;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,294
2022-12-15;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,441
2022-12-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,605
2022-12-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,619
2022-12-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,642
2022-12-21;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,684
2022-12-22;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,727
2022-12-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,77
2022-12-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,845
2022-12-28;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,815
2022-12-29;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,809
2022-12-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,83
2023-01-02;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,766
2023-01-03;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,74
2023-01-04;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,665
2023-01-05;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,666
2023-01-09;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,631
2023-01-10;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,602
2023-01-11;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,473
2023-01-12;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,419
2023-01-13;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,493
2023-01-16;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,559
2023-01-17;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,511
2023-01-18;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,456
2023-01-19;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,527
2023-01-20;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,592
2023-01-23;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,581
2023-01-24;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,583
2023-01-25;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,533
2023-01-26;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,534
2023-01-27;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,565
2023-01-30;Svenska statsobligationer (SE statsobligation);SE statsobligation 2 år;2,561
